#OTU ID	Sample_1	Sample_2	Sample_3	Sample_4	Sample_5	Sample_6	Sample_7	Sample_8	Sample_9	Sample_10	Sample_11	Sample_12	Sample_13	Sample_14	Sample_15	Sample_16	Sample_17	Sample_18	Sample_19	Sample_20	Sample_21	Sample_22	Sample_23	Sample_24	Sample_25	Sample_26	Sample_27	Sample_28	Sample_29	Sample_30	Sample_31	Sample_32	Sample_33	Sample_34	Sample_35	Sample_36	Sample_37	Sample_38	Sample_39	Sample_40	Sample_41	Sample_42	Sample_43	Sample_44	Sample_45	Sample_46	Sample_47	Sample_48	Sample_49	Sample_50	Sample_51	Sample_52	Sample_53	Sample_54	Sample_55	Sample_56	Sample_57	Sample_58	Sample_59	Sample_60	Sample_61	Sample_62	Sample_63	Sample_64	Sample_65	Sample_66	Sample_67	Sample_68	Sample_69	Sample_70	Sample_71	Sample_72	Sample_73	Sample_74	Sample_75	Sample_76	Sample_77	Sample_78	Sample_79	Sample_80	Sample_81	Sample_82	Sample_83	Sample_84	Sample_85	Sample_86	Sample_87	Sample_88	Sample_89	Sample_90	Sample_91	Sample_92	Sample_93	Sample_94	Sample_95	Sample_96	Sample_97	Sample_98	Sample_99	Sample_100	Sample_101	Sample_102	Sample_103	Sample_104	Sample_105	Sample_106	Sample_107	Sample_108	Sample_109	Sample_110	Sample_111	Sample_112	Sample_113	Sample_114	Sample_115	Sample_116	Sample_117	Sample_118	Sample_119	Sample_120	Sample_121	Sample_122	Sample_123	Sample_124	Sample_125	Sample_126	Sample_127	Sample_128	Sample_129	Sample_130	Sample_131	Sample_132	Sample_133	Sample_134	Sample_135	Sample_136	Sample_137	Sample_138	Sample_139	Sample_140	Sample_141	Sample_142	Sample_143	Sample_144	Sample_145	Sample_146	Sample_147	Sample_148	Sample_149	Sample_150	Sample_151	Sample_152	Sample_153	Sample_154	Sample_155	Sample_156	Sample_157	Sample_158	Sample_159	Sample_160	Sample_161	Sample_162	Sample_163	Sample_164	Sample_165	Sample_166	Sample_167	Sample_168	Sample_169	Sample_170	Sample_171	Sample_172	Sample_173	Sample_174	Sample_175	Sample_176	Sample_177	Sample_178	Sample_179	Sample_180	Sample_181	Sample_182	Sample_183	Sample_184	Sample_185	Sample_186	Sample_187	Sample_188	Sample_189	Sample_190	Sample_191	Sample_192	Sample_193	Sample_194	Sample_195	Sample_196	Sample_197	Sample_198	Sample_199	Sample_200	Sample_201	Sample_202	Sample_203	Sample_204	Sample_205	Sample_206	Sample_207	Sample_208	Sample_209	Sample_210	Sample_211	Sample_212	Sample_213	Sample_214	Sample_215	Sample_216	Sample_217	Sample_218	Sample_219	Sample_220	Sample_221	Sample_222	Sample_223	Sample_224	Sample_225	Sample_226	Sample_227	Sample_228	Sample_229	Sample_230	Sample_231	Sample_232	Sample_233	Sample_234	Sample_235	Sample_236	Sample_237	Sample_238	Sample_239	Sample_240	Sample_241	Sample_242	Sample_243	Sample_244	Sample_245	Sample_246	Sample_247	Sample_248	Sample_249	Sample_250	Sample_251	Sample_252	Sample_253	Sample_254	Sample_255	Sample_256	Sample_257	Sample_258	Sample_259	Sample_260	Sample_261	Sample_262	Sample_263	Sample_264	Sample_265	Sample_266	Sample_267	Sample_268	Sample_269	Sample_270	Sample_271	Sample_272	Sample_273	Sample_274	Sample_275	Sample_276	Sample_277	Sample_278	Sample_279	Sample_280	Sample_281	Sample_282	Sample_283	Sample_284	Sample_285	Sample_286	Sample_287	Sample_288	Sample_289	Sample_290	Sample_291	Sample_292	Sample_293	Sample_294	Sample_295	Sample_296	Sample_297	Sample_298	Sample_299	Sample_300
Species_11	155095	0	1617386	1882391	984191	0	0	225649	798	827182	2417305	53361	0	0	244636	0	0	0	0	587410	13075	0	0	382453	0	157153	0	125683	550216	0	0	0	0	94563	0	0	0	0	613097	468856	0	0	0	1012195	0	216801	106670	0	569565	0	0	0	0	320	0	184861	4953	0	228901	0	0	148468	29876	0	0	0	0	17812	21954	0	0	0	184325	0	176979	30938	98555	345276	0	1379520	59498	100617	0	422549	0	99549	48461	0	0	0	0	0	88514	0	0	77446	2840172	1186637	204377	523482	27038	13734	0	2717708	15430	33485	3592	0	389490	1122	0	3443272	0	488921	0	0	322916	26905	0	0	30196	67161	364	0	1059154	0	0	14295	63071	0	336789	3474024	143380	0	0	0	0	111202	0	206310	0	517815	32369	0	0	2024800	0	63489	0	0	12451	1263	0	0	0	25827	0	5186255	29225	28537	0	823015	0	688726	0	400630	0	0	1579	0	0	0	0	1565252	0	0	30160	17021	0	66008	0	698691	0	0	213839	498939	0	0	2543839	0	52306	244197	5123	0	0	0	0	0	2274	162317	322024	16917	115894	0	0	8072286	4006215	0	0	13627	0	0	0	70753	0	1310758	5176	90870	241963	0	0	0	221644	0	0	0	0	191409	0	0	0	0	327648	659650	261323	0	0	1152413	222274	0	0	168860	68236	0	0	341133	0	0	102430	445991	83458	0	0	0	1132013	0	93401	0	497653	107925	11219	0	25920	326	0	0	5136981	43510	4875478	0	0	423350	0	0	0	0	90134	0	0	2021	17168	2523884	0	29996	0	53831	0	12613	0	0	0	0	19873	0	0	391835	71910	512269	0	0
Species_12	0	0	0	0	0	351945	0	0	181642	0	218855	0	0	122129	0	0	9385	0	268772	0	0	0	0	0	1438586	0	30201	111537	0	41537	0	0	0	0	0	0	0	98247	0	0	0	0	0	0	0	163888	0	244950	0	0	0	0	339131	0	13256	0	0	10418	0	0	80178	0	0	0	0	104925	166809	0	0	228596	0	188877	0	8059	0	0	0	0	0	0	0	0	0	0	18678	0	0	0	94161	0	0	0	0	21671	0	0	0	0	0	0	0	1091589	0	0	207722	0	0	0	0	24916	0	0	0	0	0	0	0	0	504975	234224	0	0	428393	0	0	13376	0	0	0	0	0	0	0	0	291340	12597	0	93099	257442	0	2102978	0	0	0	2581	0	49348	0	5207	0	0	0	0	0	0	13947	372934	0	0	0	0	0	0	0	4723	0	0	0	19507	0	0	281423	59303	0	32457	0	212356	0	0	0	29589	0	0	264784	189219	0	0	0	0	0	0	0	0	0	90106	0	0	0	0	0	341	0	0	30039	0	0	0	0	0	0	0	0	1048044	365	0	0	0	0	0	0	131673	0	0	0	0	0	0	0	40729	0	19355	152967	0	0	0	0	194512	0	0	0	0	0	0	257189	0	0	0	0	0	0	0	0	70302	666953	0	0	0	60157	0	65403	0	758186	0	0	22325	0	0	0	0	162888	10309	0	623106	0	34994	0	0	0	0	0	0	0	0	0	0	210384	35685	0	0	0	118999	0	0	0	0	0	0	0	0	0
Species_13	8133	0	0	2862802	0	153229	189614	0	0	106839	104553	481634	0	1222049	305636	445207	45197	898437	0	129316	40897	130398	0	1008757	887706	113527	46670	15979	211577	456928	0	0	0	32088	213864	0	290638	76947	63807	37815	1513087	419840	717601	0	622955	12882	608953	248167	1139374	416110	0	381867	718938	176536	25305	552774	166566	12523	12582	1207866	131058	0	4675	0	343885	22161	15995	146006	717339	224804	445852	1114629	17868	19685	0	203311	5277	146064	264545	80705	302936	56651	38179	0	54784	6554	68296	1267008	154490	0	632548	0	129825	70723	626926	345031	0	0	553058	158172	92614	156165	0	424300	22549	0	0	182178	69508	1029	0	655581	0	31255	0	2180167	60412	7012	59086	509831	158974	190359	140290	349006	0	13378	427443	133296	279283	4595	97606	65126	275286	0	757322	59399	322119	51254	11817	56982	423201	88229	716467	334314	5264	42413	413460	26144	13832	889199	0	493874	0	72583	0	27020	200476	0	791270	300476	343704	0	56559	45832	0	313753	0	86304	21604	0	403223	61660	563165	13354	61350	0	123649	163101	0	28925	63750	2954226	100732	163950	1761	37514	144332	24777	592620	681039	44561	437648	1055861	0	101810	606455	455522	0	25571	678435	165200	244758	12959	80595	0	0	690442	677285	554298	18334	899168	118128	2495854	5899	290217	0	211332	1714085	267307	0	113115	362	193446	0	2251698	508841	126274	75331	0	2746463	0	40148	62158	18117	586826	102402	0	197205	0	180177	549525	78588	11881	42369	624	27968	0	266856	0	0	762374	0	13617	461779	0	722103	6911	198464	111242	9123	22828	0	104743	150414	8116	0	0	1034315	0	606981	21236	57110	266776	17873	222738	118067	0	31038	17726	217659	135518	813634	2775	345424	2326747	292546	97679	8019	0	5741427	255959	451711	24548	1055088	0	505837	797694	488054	126	258114
Species_14	0	0	0	0	0	136192	0	0	376430	3200209	307187	0	0	0	104	967359	801024	574454	408984	661716	0	204427	0	1614796	2132272	0	644841	0	0	0	571	23554	0	3237455	759307	0	867767	33495	0	4049474	0	3114461	0	0	2072006	0	0	1318713	5702762	178968	0	0	0	0	53284	179304	22968	18253	30399	4682177	321063	0	0	0	2635513	52082	31500	0	1011721	1081972	2089659	428516	0	0	0	2091	1151899	2052762	103362	2583149	0	59935	1012239	0	89078	329416	94371	1908706	65592	2894885	1985054	0	0	1680000	2057303	770219	0	0	0	0	1834227	837195	0	2187122	0	0	1406151	187824	0	25829	0	1452287	0	3296438	0	0	0	0	65186	3131783	0	0	155436	0	0	26345	946574	0	15243	28444	1163219	0	384822	0	0	15138	95855	0	0	1854252	4131465	0	0	488190	542	0	0	6056	228836	21966	0	1573280	0	979670	0	0	10800	0	0	0	0	0	904266	0	419	402893	0	643350	54541	0	1733408	17470	0	0	256108	0	2448582	0	0	0	639063	1295790	581197	500363	0	0	740460	45701	1131726	0	0	3240684	644815	0	385700	1489531	0	0	841577	0	108	2077004	0	8144	0	0	0	331459	594	0	2912521	0	4458701	1199177	74487	0	872315	0	0	0	241324	76000	0	0	0	490859	594613	1772236	16944	0	276485	29528	1326	187370	6020147	80389	162179	0	325	165543	245	2179063	0	37393	45586	0	0	590249	0	0	0	0	58036	2767957	0	0	0	0	2162445	0	0	0	1007141	312515	175637	3974396	0	0	0	0	38654	0	198249	86316	0	0	0	198340	136	175871	0	801204	135598	2144718	115	122667	92353	1328034	0	0	738941	473832	1418467	0	0	1323	4099341	0	79113	309145
Species_15	4578	0	0	0	3267516	830659	207571	219	571726	0	0	1106	1905720	129	0	0	9858	232507	766697	409188	12428	114005	0	919519	0	2525196	0	6809	0	938344	0	0	0	91361	0	0	3558	0	101373	0	240812	486012	0	636218	0	114248	198883	5783	1105678	243512	0	246420	125413	61012	54080	128285	6166	1055	378821	35534	4685	1839034	1278	0	17966	46280	47002	17451	24330	34710	0	0	7002	10246	228	0	222180	203220	61437	0	111265	53218	132958	1258	17928	131518	0	0	13286	1153622	18690	930184	26434	196131	326	10737	176523	0	0	0	115015	686492	0	512130	221066	742121	350173	89044	0	4383	1348312	447472	0	0	0	0	198132	8405	258367	279311	51346	0	0	0	0	2565	0	30345	124288	485163	0	0	127954	0	0	32235	22623	82034	187286	225274	0	12188	1128124	92565	39463	45892	0	13602	0	246165	0	590166	0	187165	0	23264	104062	0	2464237	205908	0	849614	122572	0	327765	56653	0	0	0	637055	356	170092	120949	78634	91993	0	0	0	0	0	20869	33754	98920	271960	39412	0	253815	15345	556680	334811	43991	93873	53718	0	13257	0	0	0	2384	16633	522	137463	5407	36235	0	0	0	136177	65270	7846	0	130471	149781	19106	229957	0	501	0	17047	2265449	37915	140702	0	0	273433	67430	0	432737	170375	0	0	25146	0	38357	169093	0	478838	0	325734	95196	144342	143738	0	101270	470990	0	0	69654	305837	0	292479	0	19743	0	0	186399	56748	0	0	30734	0	0	0	3317	0	1314375	0	1223315	0	0	10486	0	284260	9526	134562	7046	403721	91122	1045568	46789	53703	315415	864556	5480	0	5894	4749	797	0	250176	2965	34544	0	0	0	0	98139	0	277522	120137
Species_16	273379	0	0	1156690	0	935485	2846445	0	1050820	0	237936	168035	0	2270881	1702	1953903	329924	1308	1774362	1028048	218870	2155992	0	1683192	0	2645228	234113	332835	935446	1296754	0	4513	0	2938179	263190	0	1725013	22185	943401	0	2765045	1088683	0	260030	480119	201351	1621685	1722831	0	2106015	0	3120927	1932519	0	10768	1025742	9662	29795	348542	1216424	110829	2399216	234016	0	375688	115356	104175	97649	1394054	598682	1538166	1132891	15358	179578	0	1894423	2116480	338472	571199	0	188701	173502	397880	0	293015	624541	503604	0	44831	1475478	1944752	0	123877	511476	578221	704661	0	0	0	2590313	1229360	962785	0	993246	0	3086630	1246466	166280	925829	35020	0	1129416	0	0	0	0	1337969	162628	2115014	1072957	51997	0	70714	0	0	45598	2183878	145769	783745	2064596	872606	626511	1026585	0	872504	473285	345243	150820	2534711	2328557	0	1444975	1080683	905357	156460	1198383	473086	419758	106983	3934751	0	3479231	0	589196	0	33220	445764	0	0	632684	0	0	1311298	1444965	43517	5535776	0	494437	12358	0	346329	1351177	971109	690080	273864	0	396302	506028	0	39313	643549	1864531	1527416	525414	263253	3671783	1405665	607860	1751945	3649316	644511	781811	508990	0	235924	702452	1197709	0	561481	972274	2703	1837350	221166	804270	0	0	608925	616735	4467603	133563	1723111	2001606	1542785	1293644	895559	2000505	147379	0	1727647	447	106659	496506	584900	0	3651659	2150705	126590	2642951	324996	0	6684	522507	808370	60064	0	473106	1341161	2069152	364358	226105	3084660	4360199	77141	184168	478510	737267	0	2007882	310118	418009	2638291	0	70042	138	1815850	1338468	357808	685240	0	155270	147879	2299042	2500383	1189068	37267	1524698	0	1123374	384	1976399	148842	1433466	1164563	478631	2428409	332411	2120323	1381740	1856865	505743	93208	812271	768372	893124	0	197838	113050	513446	0	1729013	1202697	137115	625593	0	0	505	1550691	962676	325153	2205558
Species_17	1462428	0	1291	3336622	5681446	841355	3361141	5426262	959031	0	2329913	3209032	334	4924906	2191	1892449	574977	2681603	954407	486	268944	1194434	0	8512559	0	4153446	1112645	320152	1846873	3842253	2959	22636	0	4039175	408553	0	3191773	1048996	2096877	573005	0	2419188	3155526	5088539	676709	595218	6139813	516203	3831703	2680707	0	804057	2535012	405082	345735	0	5489799	25961	994889	2035202	379273	3459884	439948	0	4056588	422445	366455	1313266	3064529	843295	2959812	2546426	1041707	308038	2563792	2354273	5611294	477093	1737339	0	2891232	22425	3494280	6038806	70943	0	217117	7593646	146457	6201945	3777718	0	998844	599110	1253456	5094861	0	0	0	1549923	0	5825490	0	5786	507849	531	1775158	1846104	2499073	48983	0	34048	7322655	120989	0	0	2280468	379338	723433	1396012	1726646	0	2834897	3777885	0	40809	2654927	866194	162314	794088	3158401	1289	0	16247989	3451464	398298	1173922	644740	1901247	2739216	0	4145732	987162	3940118	181464	2549610	1165445	603426	523510	2091	0	5586775	10536226	4625793	0	82356	1723826	0	2805715	2473257	7717552	6220161	1578254	0	9166640	1444875	0	1574310	495572	5564	637145	762571	3398517	1774785	855747	0	6883608	4976206	0	671	952764	0	1455382	2256865	296493	11714	2621167	539562	16419	1943	1298356	2121600	2759267	1768	221108	2325587	3275750	0	1738345	6731507	1706248	4551	1074766	332779	0	0	2816940	2681464	0	151834	8739977	2882042	179	15417	1018494	0	325322	5898581	2637593	0	601377	2169191	7559389	0	0	2411553	306821	2653566	219462	2202176	770849	522205	5950337	659170	4306568	136826	547833	547	1102168	1290814	2083276	1509363	857470	754369	3072551	1313950	0	1301625	2433630	0	7261430	0	242519	0	0	0	1204937	1167876	0	286943	2753534	0	515513	4258942	308055	4134685	0	2937070	2249	187	157843	756	1544352	675935	982350	487817	1467	1254217	1744230	2280001	1630664	0	957598	3454652	5781997	3950072	208960	373	0	0	1141890	984395	1772260	1775852	0	258	1505333	2876320	1094477	1834634
Species_18	0	0	0	0	319623	4781	220388	0	271496	72785	30559	0	0	53404	0	0	1123	0	501119	120887	13432	0	0	218417	1280459	954158	8634	0	52359	0	0	0	0	706452	0	0	0	20904	0	1631	52598	56628	15415	242751	0	0	304407	8204	0	0	0	0	378466	0	25747	950	87266	0	104975	295739	3893	0	51500	0	278751	6712	0	57057	327059	1305	0	48525	0	41043	0	853750	40991	299302	49441	93982	0	45902	326429	0	1973	63658	0	0	17211	0	365654	468550	0	72018	0	0	0	0	0	1249932	518952	764924	0	797260	471	2147173	6814	18546	307679	4614	222315	1525222	0	26067	0	0	0	17682	418902	71289	85461	0	135422	218964	0	0	0	174638	108294	138622	302573	0	1433	0	0	0	25431	0	172232	835833	286995	770756	583543	0	0	0	0	22306	1021	1685	0	276079	0	400291	0	0	265553	0	0	566027	71369	185243	22512	0	5452	0	0	0	3509	0	3411	1453	0	152609	23933	0	53758	260278	0	0	0	0	0	51365	0	0	48218	26051	1223035	0	68011	458776	0	0	14319	0	684958	0	334582	0	39068	578983	0	1304	0	0	0	6989	0	11718	0	356119	0	60652	0	0	947	107361	185752	0	27118	99143	147760	0	0	0	0	1412865	89443	149087	81928	2256	396818	11726	0	0	262935	0	96710	40300	0	1140306	10904	1468	171824	298308	0	0	345100	0	386800	0	4902	418746	0	0	107504	0	85087	0	0	0	289595	636848	4953	0	0	1324470	0	0	16602	0	18744	63327	225081	0	2107353	219799	91620	0	774264	904729	69490	1628	324417	68284	6336	6683	0	0	380	0	58823	238310	0	0	102073	140884	20922	0
Species_19	0	0	0	0	0	0	78281	0	178724	0	450740	356053	0	423427	0	0	0	0	424734	0	19665	0	0	0	0	0	0	425331	0	0	0	0	0	161158	0	0	0	51070	0	0	0	0	0	0	0	246977	0	9415	0	0	0	0	81279	0	0	0	0	0	0	0	2047	0	0	0	0	0	8144	0	0	12321	0	0	11115	0	0	0	6539	0	70747	0	726080	0	0	0	0	179104	0	0	9638	0	0	0	318114	14434	0	118799	0	0	0	0	0	0	0	0	0	0	0	82759	0	16155	0	0	0	0	0	0	0	23660	511562	0	0	0	259109	0	0	2032	0	0	0	0	0	48520	0	0	0	35886	19706	390988	0	135757	0	0	0	0	13866	0	0	46535	0	947	0	0	0	0	0	74433	227381	0	0	0	0	0	107298	0	2949	0	0	0	37386	0	0	217955	0	0	0	0	0	0	0	0	32685	0	0	0	306182	0	66067	17890	0	0	164340	0	153953	0	907	0	0	0	311553	82126	0	0	28246	38936	0	0	0	0	0	3262	0	70873	0	160777	89303	0	0	0	754699	0	70254	53245	0	0	0	0	0	242873	64259	0	0	99389	0	38909	0	0	151068	317557	0	60835	0	187668	0	97895	75480	0	0	0	0	0	0	0	14474	0	0	0	0	0	0	213524	147496	0	0	180027	0	0	0	0	0	212102	9121	0	0	19023	375573	0	0	59006	0	0	0	0	23836	150678	0	280684	0	0	0	0	46479	101059	0	0	0	0	0	0	29572	0
Species_20	0	0	0	1052	0	0	1869	0	0	0	34530	0	0	0	0	0	0	0	0	0	11859	0	0	0	0	0	0	7488	0	0	0	0	0	0	0	0	0	3148	0	0	44537	0	0	876	0	10158	0	646	0	0	0	0	0	0	7869	0	0	0	22793	0	0	0	0	0	0	0	5893	0	0	6797	0	0	0	0	0	0	0	0	7249	0	0	0	0	0	3581	0	0	0	2286	0	0	0	0	352	0	3155	0	0	0	0	0	13916	0	0	829	0	0	8542	0	0	0	0	0	0	0	0	0	8576	6278	0	0	0	35545	0	0	1929	0	0	0	0	0	0	0	0	0	16577	4988	6460	0	0	0	0	0	0	2074	0	0	17083	0	0	0	0	0	0	0	1198	1125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33429	0	0	0	0	0	0	0	0	553	0	0	0	13019	0	0	969	0	0	21111	0	5416	0	352	0	0	0	0	0	0	0	0	17432	0	0	0	0	0	6119	0	637	0	0	0	0	0	0	136391	0	2881	0	0	0	15451	0	0	0	0	0	0	0	0	4607	0	0	0	0	27548	7168	0	0	0	16677	0	0	0	0	1323	0	0	0	10007	0	0	0	0	0	0	5108	0	3162	0	0	0	0	0	0	0	0	6689	0	0	1682	2274	0	0	5244	0	0	0	0	0	11556	0	53179	0	2771	0	0	0	3140	0	0	0	0	0	0	0	0
Species_21	0	0	0	0	0	0	39220	0	87401	0	173946	13335	0	95217	0	0	1259	0	146459	0	35145	58182	0	86119	0	238704	15902	79372	1953	0	0	0	0	0	0	0	0	9170	0	0	33950	0	0	35543	49458	45615	40911	6905	0	0	0	29733	65402	0	26472	0	6580	4053	18284	50781	4249	0	12970	0	62122	0	25092	74189	44291	28558	0	61205	0	1867	0	120941	0	24324	14048	0	189749	0	20440	0	37489	58549	0	0	12003	0	109631	0	217182	7212	35506	27045	0	0	0	185872	44590	0	0	0	12398	221199	0	42867	80726	637	0	1952	0	0	0	0	0	23527	122232	70888	123548	0	85388	0	0	9675	0	165729	11140	51166	203985	53868	0	0	0	11546	17605	51327	125351	0	0	128370	266176	0	6080	0	0	39009	101	0	0	350716	0	44685	0	10211	111948	0	0	161436	0	0	46650	65845	1623	0	0	0	100	0	0	109392	0	51781	10305	0	4539	217849	0	721	3808	0	52026	153577	83131	90304	93929	26570	0	0	61006	344454	55675	0	4743	0	200112	0	84753	45237	0	146630	14504	12833	0	0	0	0	0	16352	0	34717	0	78749	10153	0	0	0	0	0	56118	54496	133779	131307	23409	0	2076	0	24293	0	0	39046	46381	22504	0	0	110457	196772	37029	23524	25460	0	0	75752	67013	141169	0	46879	40491	0	56161	0	26668	0	0	0	26025	0	0	25309	621	44622	56657	61753	0	0	0	184160	0	117006	15184	70460	0	20697	67539	1643	46979	52792	0	0	115865	0	32941	17914	0	143079	21965	48293	0	0	52	48400	60187	0	0	0	220090	56949	23941	59432
Species_22	0	0	0	0	0	11429641	0	0	0	0	145380	4821211	0	0	0	0	0	0	0	0	6460551	0	0	0	0	0	0	8914092	0	0	0	0	0	0	0	0	0	6445385	638	0	0	0	0	0	0	6410836	0	114	0	0	0	0	0	0	7413635	0	0	8468929	8895168	0	532	0	0	0	0	1545874	1768698	0	333	304	0	0	0	0	0	0	0	0	5149822	0	1175860	0	0	0	4722911	0	4319322	0	0	0	0	0	1621584	0	0	0	0	0	0	0	0	0	0	0	0	400	0	282635	0	61799	0	0	0	0	0	0	0	6672463	0	0	0	0	2002123	0	0	0	0	0	0	717741	0	0	0	0	0	0	5524128	8001695	0	0	0	77839	0	0	0	0	0	5983523	11806	0	0	39	0	0	0	81270	0	0	0	0	0	0	0	0	0	0	0	0	9112002	0	0	633732	0	0	0	0	0	0	0	0	379	0	0	0	1584584	0	0	0	4864	0	5031169	0	0	86965	0	0	266	0	0	0	0	0	5622607	0	0	0	0	0	0	6011084	0	0	0	0	0	0	0	0	634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6607	0	105102	0	511	1409765	8953804	0	0	0	2797576	0	0	0	0	0	0	0	0	529278	0	0	0	0	0	0	6760927	10848093	0	0	0	0	40	0	0	0	0	7641	0	13486090	0	0	0	205	0	0	0	0	0	0	0	0	1292775	7594871	0	0	0	371	0	0	0	1325	0	0	0	0	0
Species_23	1738	0	0	212745	0	0	451	0	39656	79457	4205	628	0	188130	0	0	1891	0	305528	389306	279	38518	0	21902	169405	0	16063	25010	279	0	0	0	0	206281	0	0	669	445	46789	19697	37013	65808	0	0	0	8875	22884	5406	0	0	0	0	190488	0	9598	0	1982	0	4229	78474	4818	231596	29503	0	116324	0	1650	93094	106827	3733	0	0	0	4186	0	13853	316312	10961	42134	239904	19227	10084	6936	0	508	139962	0	0	613	0	131610	0	17356	6998	0	48146	0	0	0	12713	77899	0	0	264529	345350	12108	0	60195	6736	1716	0	117308	0	106966	0	0	48475	857	273241	800	87202	0	5807	0	0	1611	0	56711	3992	409901	0	38096	0	0	384785	37749	4837	14614	217539	113173	151439	47	20333	260772	11186	53254	116129	2196	0	918	0	0	0	10382	0	5016	22135	0	0	98688	0	0	27005	0	4182	288995	0	0	563	0	0	15033	0	131452	0	0	5757	0	0	0	0	0	36643	2226	33267	0	48050	1660	174533	0	2171	0	205095	0	1153	0	6121	0	12770	51145	0	189836	2849	93487	0	0	0	57265	0	0	65427	0	0	119278	9965	0	0	0	181265	0	26697	9637	0	0	23879	0	0	210411	29241	0	0	22971	0	26046	0	0	161340	28410	1469	4265	0	156455	139	34455	6030	12984	0	42772	0	0	58448	0	1173	200396	0	0	52402	108198	92979	7691	0	0	0	37843	6653	43	0	246539	0	164708	10003	0	0	1631	115969	0	30820	11199	0	21392	83298	46283	5289	2097	0	8419	1174	8220	0	0	925	154962	38490	0	0	0	0	6190	0	37884
Species_24	0	0	0	0	0	0	0	0	0	0	45441	0	0	9185	0	0	0	0	0	0	0	167	0	0	0	0	0	580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1479	0	0	0	0	0	0	6015	0	84	0	0	0	0	0	0	0	0	0	0	0	0	4579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9209	5326	0	0	1881	0	0	0	0	0	0	0	0	0	0	0	0	10853	0	0	2142	4794	0	0	0	0	0	0	0	0	0	0	0	0	5747	0	6744	0	2540	0	0	0	0	2068	0	0	0	8540	0	0	0	1000	0	1452	4217	0	0	0	1648	0	3075	0	0	0	0	0	0	7264	0	0	0	0	1113	0	0	7684	0	0	0	4764	0	0	0	0	159	0	0	2915	0	0	0	0	0	0	0	0	0	0	0	0	207	9311	386	0	0	0	0	0	10890	0	44	0	0	0	0	0	0	0	0	3089	0	0	0	0	0	0	0	0	0	2490	0	0	0	0	0	0	2515	0	0	0	0	0	0	0	0	0	0	924	0	0	0	0	0	18767	0	0	0	0	0	0	5820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	956	0	0	0	0	0	0	0	11452	0	418	0	1916	0	0	2560	0	17225	0	1837	0	2453	0	4203	0	0	18018	8342	0	0	0	0	20046	771	0	0	0	3044	0	0	603
Species_25	0	0	0	19213	0	0	346124	0	238674	484303	353381	0	573257	381418	0	0	34868	0	569283	0	923	260858	0	2593	0	0	115033	98318	17084	0	0	0	0	537141	0	0	0	37736	0	161034	493275	0	111011	336771	0	97033	0	51630	0	198001	0	0	248211	0	110608	0	57547	59631	65853	661744	28909	0	71064	0	607324	0	10576	272785	435398	101032	0	444589	0	44035	0	0	660983	0	170773	404688	0	0	67647	0	122536	184772	0	0	28141	0	582778	161127	0	27039	0	277026	0	0	0	253820	329451	0	0	1013	124821	378074	0	227387	0	8719	135392	13081	0	414353	0	0	0	1053	406630	143657	357725	0	380549	113715	0	0	0	190433	14501	381130	0	135979	0	0	467190	2030	156319	160178	271028	302708	0	2217	268341	17899	0	0	131229	2446	32119	2676	0	393703	0	192328	0	33587	350886	0	0	381259	0	0	164297	432994	23101	357084	0	0	20825	496610	0	251055	1211592	107024	9247	0	133481	453487	0	5175	100749	0	272320	127797	133959	479933	218415	48207	736	0	7199	578751	0	0	7603	0	0	0	575504	0	0	280242	26970	4404	0	0	0	0	0	60	0	337395	5068	218762	18472	0	0	295147	1009418	825489	147226	300843	498518	0	303935	0	0	609992	76088	0	79921	63905	0	67993	0	0	268615	768022	136978	321371	0	471610	6071	142218	251568	168391	0	238866	276894	0	0	0	47616	0	0	0	119853	56764	409391	80993	0	359580	111166	387633	1197	694	0	589412	0	541498	17836	308146	0	68183	378713	0	265091	161121	0	0	366556	0	198089	365778	0	387088	193035	204988	0	0	69680	0	231742	0	0	0	776907	68321	132172	320590
