#OTU ID	Sample_1	Sample_2	Sample_3	Sample_4	Sample_5	Sample_6	Sample_7	Sample_8	Sample_9	Sample_10	Sample_11	Sample_12	Sample_13	Sample_14	Sample_15	Sample_16	Sample_17	Sample_18	Sample_19	Sample_20	Sample_21	Sample_22	Sample_23	Sample_24	Sample_25	Sample_26	Sample_27	Sample_28	Sample_29	Sample_30	Sample_31	Sample_32	Sample_33	Sample_34	Sample_35	Sample_36	Sample_37	Sample_38	Sample_39	Sample_40	Sample_41	Sample_42	Sample_43	Sample_44	Sample_45	Sample_46	Sample_47	Sample_48	Sample_49	Sample_50	Sample_51	Sample_52	Sample_53	Sample_54	Sample_55	Sample_56	Sample_57	Sample_58	Sample_59	Sample_60	Sample_61	Sample_62	Sample_63	Sample_64	Sample_65	Sample_66	Sample_67	Sample_68	Sample_69	Sample_70	Sample_71	Sample_72	Sample_73	Sample_74	Sample_75	Sample_76	Sample_77	Sample_78	Sample_79	Sample_80	Sample_81	Sample_82	Sample_83	Sample_84	Sample_85	Sample_86	Sample_87	Sample_88	Sample_89	Sample_90	Sample_91	Sample_92	Sample_93	Sample_94	Sample_95	Sample_96	Sample_97	Sample_98	Sample_99	Sample_100	Sample_101	Sample_102	Sample_103	Sample_104	Sample_105	Sample_106	Sample_107	Sample_108	Sample_109	Sample_110	Sample_111	Sample_112	Sample_113	Sample_114	Sample_115	Sample_116	Sample_117	Sample_118	Sample_119	Sample_120	Sample_121	Sample_122	Sample_123	Sample_124	Sample_125	Sample_126	Sample_127	Sample_128	Sample_129	Sample_130	Sample_131	Sample_132	Sample_133	Sample_134	Sample_135	Sample_136	Sample_137	Sample_138	Sample_139	Sample_140	Sample_141	Sample_142	Sample_143	Sample_144	Sample_145	Sample_146	Sample_147	Sample_148	Sample_149	Sample_150	Sample_151	Sample_152	Sample_153	Sample_154	Sample_155	Sample_156	Sample_157	Sample_158	Sample_159	Sample_160	Sample_161	Sample_162	Sample_163	Sample_164	Sample_165	Sample_166	Sample_167	Sample_168	Sample_169	Sample_170	Sample_171	Sample_172	Sample_173	Sample_174	Sample_175	Sample_176	Sample_177	Sample_178	Sample_179	Sample_180	Sample_181	Sample_182	Sample_183	Sample_184	Sample_185	Sample_186	Sample_187	Sample_188	Sample_189	Sample_190	Sample_191	Sample_192	Sample_193	Sample_194	Sample_195	Sample_196	Sample_197	Sample_198	Sample_199	Sample_200	Sample_201	Sample_202	Sample_203	Sample_204	Sample_205	Sample_206	Sample_207	Sample_208	Sample_209	Sample_210	Sample_211	Sample_212	Sample_213	Sample_214	Sample_215	Sample_216	Sample_217	Sample_218	Sample_219	Sample_220	Sample_221	Sample_222	Sample_223	Sample_224	Sample_225	Sample_226	Sample_227	Sample_228	Sample_229	Sample_230	Sample_231	Sample_232	Sample_233	Sample_234	Sample_235	Sample_236	Sample_237	Sample_238	Sample_239	Sample_240	Sample_241	Sample_242	Sample_243	Sample_244	Sample_245	Sample_246	Sample_247	Sample_248	Sample_249	Sample_250	Sample_251	Sample_252	Sample_253	Sample_254	Sample_255	Sample_256	Sample_257	Sample_258	Sample_259	Sample_260	Sample_261	Sample_262	Sample_263	Sample_264	Sample_265	Sample_266	Sample_267	Sample_268	Sample_269	Sample_270	Sample_271	Sample_272	Sample_273	Sample_274	Sample_275	Sample_276	Sample_277	Sample_278	Sample_279	Sample_280	Sample_281	Sample_282	Sample_283	Sample_284	Sample_285	Sample_286	Sample_287	Sample_288	Sample_289	Sample_290	Sample_291	Sample_292	Sample_293	Sample_294	Sample_295	Sample_296	Sample_297	Sample_298	Sample_299	Sample_300
Species_43	0	0	0	10192	0	0	5796	0	0	0	24569	0	0	0	0	4374	0	0	0	0	0	0	0	0	0	3951	1130	0	0	0	0	0	0	0	0	0	1303	0	11936	0	0	0	0	255	0	0	0	0	0	0	0	9416	0	0	0	0	0	0	0	0	0	6438	4253	0	0	0	0	0	0	0	12759	0	0	0	0	388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31619	0	0	0	0	0	0	0	9631	0	0	0	0	0	8123	7428	0	0	1416	0	7658	0	0	13958	0	0	2418	0	0	0	0	0	0	3131	0	0	0	6783	0	0	7163	10716	0	0	0	0	0	0	8663	0	0	0	0	0	0	0	2821	0	2005	0	0	0	0	0	0	1050	0	1236	0	0	0	0	0	0	0	0	0	0	0	0	0	11498	0	0	0	0	0	0	2797	0	0	0	0	0	0	0	0	0	0	0	19722	0	0	1325	0	0	0	0	0	0	0	0	0	0	0	72578	0	0	0	0	0	0	5861	1536	34754	0	0	0	0	46869	0	0	6070	0	0	0	0	0	0	0	6680	0	0	0	0	0	0	23817	6540	0	0	0	0	0	0	0	0	0	0	0	0	32291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2757	5888	0	2435	0	8426	0	283	0	0	1505	0	0	0	564	0
Species_44	69084	0	0	16469	0	117	0	23619	2183	0	185376	1324	0	18270	0	0	3419	0	0	0	1130	16771	0	22584	0	0	30879	738	105553	0	0	0	0	0	0	0	0	7760	33204	0	21859	376	76086	0	8298	1952	0	1659	0	0	0	7752	5235	0	7661	4943	6499	4792	0	4197	12841	0	17091	0	46293	4084	3181	1412	43734	2658	0	498	35926	5973	34700	0	172	98115	2569	0	0	5472	789	14709	9040	2314	468	0	137644	0	100681	0	1299	23558	4099	6705	0	0	0	10607	1418	268	0	210	0	0	0	34518	0	9914	0	7674	0	0	0	3344	17256	3227	0	365	3990	0	10101	35182	0	6722	0	19843	660	12736	13124	0	570	0	2808	3248	3922	5778	8676	0	3047	0	0	5816	9311	11400	25579	2101	3745	2262	0	6535	0	506	0	0	388	0	0	20835	0	0	14738	376	0	8912	0	0	12139	0	13837	722	43	12270	732	0	9796	593	0	3693	3420	2763	38217	11424	935	6955	0	92	0	9837	824	141442	514	0	1058	0	0	0	3004	7035	0	3870	26734	2106	0	0	0	720	15719	4095	0	4941	0	0	25884	2039	12750	0	2377	0	19113	0	4140	2439	14706	0	13772	0	3527	0	0	0	0	29853	0	4417	665	2203	0	0	0	255	369245	3436	0	34153	0	43554	828	0	0	0	5400	6274	3966	26107	2357	7394	0	621	664	0	34066	56068	0	0	0	3841	0	11202	9515	6608	0	0	6310	9722	5205	0	1172	4472	3427	295	0	619	0	86301	123015	63164	0	136018	3907	126	0	0	0	0	427773	10024	0	43621
Species_45	5545	0	10098	13877	888	2626	4904	27251	0	0	267	1913	0	0	2544	9618	2619	0	288	2922	0	0	0	0	4944	0	9440	0	838	0	0	849	15591	3526	0	0	756	0	2392	569	1137	2590	779	1275	0	565	1786	0	6925	25348	0	2705	5402	1888	1067	511	255	0	4113	17129	1573	110	1962	0	2195	0	0	0	0	1078	2068	970	0	1452	100491	616	1994	3798	0	0	2216	9941	6208	2703	0	1020	712	18310	84276	0	1803	784	0	0	0	0	42145	17768	53886	0	0	172	38625	19522	0	750	566	4724	12680	3095	520	3636	0	1554	5367	0	562	0	0	873	0	3604	0	3311	13986	4117	583	0	16032	0	0	38657	3034	0	803	0	0	2747	7124	227	2737	4853	436	0	0	2167	2488	0	0	0	49679	0	0	30611	0	0	2876	134523	5899	6130	2146	522	2292	20077	45711	781	20567	3583	0	896	1785	1363	5523	291	0	0	4131	899	0	0	0	516	0	4284	535	9921	1499	9054	5882	4796	649	0	957	0	612	4714	3040	85713	22425	0	32455	0	0	0	0	5991	0	25428	0	0	1364	0	70773	0	0	10247	297	6018	0	0	13027	223	0	0	0	7121	297	832	0	0	0	11005	7101	4545	8650	1114	3758	5765	0	3468	6273	1495	9543	0	0	0	0	0	7598	5523	7333	17672	1235	12883	2860	0	0	0	462	2776	1553	58	0	20845	4917	3856	206978	5707	55384	0	0	11346	0	140682	0	0	0	1270	23616	1325	0	7259	0	392	17735	2831	803	2454	0	0	1075	2167	694	3786	0	25399	0	0	0	0
Species_46	0	0	2843	124957	187	46	0	6400	0	4422	6203	25768	570	0	2251	581	49	0	0	0	0	0	0	2433	34572	1016	4927	0	0	134985	0	0	6913	0	0	0	0	98	98	592	2157	0	638	49	1406	0	0	0	22381	0	0	0	0	4548	406	91	0	0	0	8383	0	0	652	0	0	0	0	0	1655	0	145	1451	63411	0	4691	608	0	540	0	1218	5534	0	1454	27693	0	0	0	571149	0	3278	5079	0	1746	0	4141	0	809855	10509	41789	0	28553	0	69870	417	0	0	7037	0	900	310	1208	6466	23768	786	15445	31943	143	0	0	542	0	9227	801	2271	0	0	908	0	35923	0	6219	20304	0	67055	1922	0	43264	0	0	0	34310	7449	0	0	0	4017	3940	594	0	0	30171	630	0	2632	0	0	0	8944	0	0	0	0	0	6182	67235	0	15457	0	50	0	1732	0	146	30641	0	55159	19949	1242	0	0	0	8021	0	0	0	37504	0	0	0	195	0	3160	2081	988237	0	19689	1674	76793	673	579	10926	28202	0	0	0	1959	23627	0	858	0	0	0	117890	0	1799	0	1591	64911	0	0	0	0	18394	812	3967	535	1143	0	0	5513	0	0	8539	7974	22869	564	0	5704	0	0	0	0	0	0	0	0	0	0	3426	0	0	5213	0	0	713	2134	956	2061	4634	0	0	0	10558	0	261	1914	22067	4574	4678	145	0	13694	0	0	0	0	857	0	0	0	0	101	0	0	1755	5316	0	1720	385922	24422	0	820	0	2686	66919	11740	0	0	0	0
Species_47	177020	0	16145	5229	0	0	2716	0	4875	0	120546	0	0	0	0	0	15461	4431	0	43990	1330	0	0	19166	0	0	50909	1388	0	0	0	633	19239	626	0	0	0	7007	57664	0	0	2651	35227	860	0	2146	6220	0	0	16050	0	0	14348	0	0	4950	28506	343	8978	0	4028	6691	6196	0	3166	0	1856	0	0	0	0	1217	0	0	0	6612	2760	1203	16101	0	0	21851	0	0	2959	898	1511	125842	2586	0	0	0	996	409	0	7464	0	0	0	1186	3603	0	27364	6026	0	924	0	28183	216875	14433	1044	7594	0	0	1531	0	44668	463	0	7172	0	1825	21538	55607	0	1304	0	0	2986	949	0	24576	18291	0	0	0	1218	4719	227	1456	867	17818	0	1624	1273	16829	0	6525	43023	33966	0	0	0	0	0	0	1573	0	0	0	0	0	44793	0	18772	4112	4505	0	7171	2549	0	2100	10591	335777	0	0	180895	589	0	962	4636	1756	0	0	1087	0	2912	6803	2110	10845	420	0	3463	0	6846	0	0	0	13785	18698	4651	3017	8115	0	0	5017	0	21608	8228	1199	7844	1340	0	0	477	6247	0	0	0	0	4979	6872	76	0	0	295	0	627	570	0	541	3466	17062	18241	0	1149	0	82856	12207	4915	0	797	0	1213	0	6243	0	0	7042	1002	1628	7373	2926	5249	9127	96317	12071	0	3034	3640	0	2411	0	11661	15483	0	0	0	0	338	2869	1006	0	6943	4135	0	15072	383	582	1826	0	1701	0	1064	9599	165854	10181	26452	0	148951	904	7565	1437	0	0	22241	0	0	5791	0
Species_48	0	0	0	0	0	0	0	0	377	0	10109	663	0	0	0	0	3656	0	0	331	506	0	0	0	0	369	1575	0	1014	0	0	0	0	0	0	0	0	234	0	0	0	456	16099	0	0	0	0	3270	0	0	0	0	5371	0	960	0	0	0	0	0	3228	0	532	0	0	0	2231	764	0	3332	0	0	0	480	0	0	0	0	82	0	2624	4284	0	0	0	0	0	0	66418	0	0	0	865	3538	0	0	0	0	0	528	0	0	0	5040	0	0	0	79	0	17255	0	6282	0	0	0	0	0	0	0	0	3076	0	0	1921	0	15173	0	39	0	0	0	1334	0	0	0	1904	1928	0	3635	0	0	0	0	0	12432	0	0	0	2399	0	0	0	0	0	0	0	0	0	0	5770	0	0	15144	0	0	0	0	0	0	1006	0	498	0	0	0	0	81	0	0	0	20475	0	0	0	0	1212	744	12484	0	0	82	0	0	0	3555	0	0	0	0	0	0	0	2635	118	0	0	0	0	0	0	0	0	0	0	1290	0	0	0	239	0	634	0	0	0	0	0	0	0	722	0	0	0	0	6478	0	0	0	6979	0	0	0	0	76976	1602	0	0	0	0	0	0	0	0	2468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0	13114	0	0	11637	0	0	0	0	38	0	2143	0	0	0	154	2678	1544	6390	0	0	5741	2672	0	0	0	0	0	0	0	0
Species_49	0	0	0	17269	0	9605	24745	0	0	0	6261	0	1084	22965	0	0	5242	0	0	11315	942	4558	0	60561	1339	1225	23135	1336	1127	0	0	0	0	0	0	0	0	0	0	0	18911	2375	47846	0	1917	0	0	17662	5779	0	0	1871	5566	0	5532	1655	12880	1829	0	0	23827	0	38841	0	0	9947	2407	2931	0	11344	0	312	0	5521	0	0	0	14512	1358	0	0	80762	5196	0	22966	2615	0	11500	23504	0	1006	0	0	20072	0	9541	0	0	0	7770	3483	0	0	18565	80	1590	0	19860	0	6341	0	30891	0	0	0	0	0	1093	917	65300	3940	0	568	18161	0	22292	0	5766	0	0	20178	27328	8171	0	2816	10186	4938	1297	946	0	2912	0	2184	17203	72202	0	4733	122	4395	0	0	51474	0	12556	0	0	3834	0	0	22551	2568	0	8909	152	0	10728	0	0	0	1978	0	762	52712	41931	0	0	13907	5500	0	975	71985	16594	9789	0	382	5499	417	27665	2250	0	1693	108059	0	0	2656	0	0	0	1426	6503	0	4988	2533	10392	0	0	18264	0	0	0	906	6410	0	257	2815	0	0	0	0	2505	14898	912	11462	0	11907	0	1931	0	523	0	5127	2147	0	7942	0	775	147	152393	0	0	11267	0	152592	5754	0	308	0	9568	0	0	0	0	8030	5010	0	0	7608	6631	0	778	0	706	90036	2995	1582	0	0	18721	0	4917	29829	3235	3558	6361	1555	2444	16258	2016	9131	14969	9373	7204	0	2394	0	1092	33817	9328	0	0	39822	2330	11923	0	0	0	44995	11752	0	14865
Species_50	1594	0	0	0	0	0	5846	9024	250	0	16478	10068	0	0	0	0	0	0	0	0	463	0	0	2498	0	1250	8315	0	0	2453	0	0	0	45	0	0	0	0	10153	903	31200	1300	0	0	5519	955	1154	15814	2936	0	0	0	20149	95	9012	1669	0	313	790	8195	9960	0	9603	0	1219	0	5487	0	3762	5478	0	0	4803	9438	12798	1160	3200	5806	2002	0	3265	0	0	19679	3776	740	0	5923	2161	0	8450	1515	4670	1646	0	74681	0	0	0	0	1263	189	0	0	0	1493	0	26613	42789	1746	0	0	0	1358	0	0	5137	265	0	46	0	0	1810	0	0	7336	0	0	0	3635	0	2502	3486	0	0	2514	4831	1761	15727	0	0	3569	0	640	3359	7691	3246	1246	0	0	0	0	0	280	0	0	437	0	5350	0	0	0	13359	5809	0	1434	0	0	0	150	0	3257	3921	50324	0	14854	0	1464	0	1307	12087	1308	1811	1644	1446	15923	1105	6883	0	0	3389	0	359	0	5712	0	310	0	1645	16642	0	3175	3061	518	0	0	0	8296	0	448	0	834	0	274	11762	0	0	0	404	0	18432	0	6056	0	6721	0	1930	0	0	0	0	0	2628	2262	0	0	0	7936	5013	0	0	736	0	5610	0	0	0	0	0	0	648	0	3708	1933	0	0	16756	0	132	396	5074	0	0	37799	0	0	0	0	0	9485	5886	20737	0	5599	935	0	1082	651	797	2845	0	0	0	2928	0	10248	4329	19084	0	0	12747	4817	97	0	0	0	0	0	0	2275
Species_51	0	0	0	51811	118050	0	1077	0	40292	0	148120	0	0	9358	2261	10587	30876	1925	0	20335	3594	19904	0	20754	4603	2617	56094	358	0	0	0	1962	0	2637	0	0	2791	11003	0	0	78072	0	268021	0	23232	1466	0	30502	8491	9256	0	4359	17068	0	123820	22306	44789	7474	10972	79619	33995	8237	12453	0	27950	0	16705	0	44663	18328	10417	2667	6786	4864	0	8192	3047	13215	12937	0	0	34444	0	0	16789	5499	1549	13320	136784	0	32030	1931	0	23284	49695	60698	0	0	26305	5666	4042	1675	0	9653	0	5809	0	69958	83526	41450	493	29532	0	0	0	181068	0	3672	0	17547	0	1255	30623	53675	0	30250	3333	0	33381	6661	0	16421	109304	0	0	15740	29001	3123	23171	14435	13537	17023	0	8368	10570	0	0	6968	20520	11063	0	0	0	0	0	0	3122	0	0	0	13717	20466	21214	4837	0	24088	0	20498	5210	3140	38471	26011	88593	148723	0	0	48048	1119	0	7280	43540	16704	24675	0	1882	31780	2853	18381	448	5822	8068	0	3833	0	53508	0	4108	0	0	34024	0	10308	6271	3871	0	0	0	3606	14448	7497	3308	1190	0	5846	15357	0	65015	0	1908	237	246433	1105	23743	0	20432	2770	23925	0	62734	0	6317	2701	13381	74458	0	2573	3555	35175	7502	8825	3726	233	217213	4943	0	3290	0	12820	0	0	0	0	44953	19049	0	16052	34612	0	0	1799	0	0	0	0	15212	0	0	0	0	8649	33994	51042	0	37215	10274	450	11925	5216	0	37542	0	4475	0	1137	0	38846	85516	34367	0	12048	36730	34690	15739	0	68517	10659	0	5221	243	54236
Species_52	0	0	0	6229	0	0	0	0	0	6552	0	0	0	0	0	6245	0	0	0	0	0	0	0	2031	35218	7303	2907	0	0	15381	0	0	0	0	0	0	0	0	1326	641	0	7888	0	0	7624	0	0	0	0	28563	0	0	0	0	0	0	0	0	0	2433	0	0	10862	0	0	0	0	0	2607	0	7717	0	0	0	0	0	146	0	0	6763	0	0	0	0	0	750	0	0	489	0	3280	0	0	0	0	0	0	64022	0	5477	0	0	105191	0	0	5718	0	0	4282	0	0	0	0	1393	0	0	74	0	0	14795	0	0	0	0	0	0	6718	0	2238	0	91876	57362	0	0	0	0	0	0	0	0	8924	0	9238	0	0	0	0	0	333	23340	0	116693	0	418	0	0	0	158766	0	0	0	0	0	0	0	805	0	0	0	0	0	0	9214	4193	7963	0	0	0	0	0	0	0	3549	17416	0	0	0	0	0	4312	0	145915	2543	0	0	0	3310	0	0	0	0	0	0	0	0	0	0	0	2208	0	0	0	0	0	40134	0	0	9600	0	0	0	0	6456	0	0	122910	0	0	0	1249	10213	0	0	0	0	1484	0	9836	0	0	24123	0	0	0	0	0	0	0	2100	0	0	0	0	24423	0	20791	2913	0	5009	0	0	15819	623391	0	0	0	146558	0	64178	0	0	0	0	0	0	7081	167584	0	0	0	0	0	0	0	0	0	0	0	0	7069	0	73555	0	8444	0	0	217369	0	0	3049
Species_53	60557	0	76405	9421	0	0	42327	0	17029	4453	250571	2623	7983	0	0	45452	0	0	9875	35482	443	26330	0	4653	29667	21386	0	2305	0	0	0	0	52521	31887	0	0	6251	4740	26630	33608	27648	12077	0	0	0	695	6276	0	8545	25704	0	2367	20282	477	13888	44774	0	2270	0	15803	0	20060	0	0	4944	0	11161	12503	6516	0	12981	2635	23355	287	0	22484	31324	20979	20237	0	3640	61854	4708	0	1800	1261	3796	39324	139936	18836	5280	8816	12961	0	0	21735	0	0	0	5531	29538	5753	204684	13275	3715	4865	16149	125740	181757	15182	3251	29440	2233	24745	12378	0	133103	1489	17287	7298	21981	0	31309	0	0	17692	12967	21983	47556	25740	0	73273	20599	33460	2493	5393	18471	9383	14665	14054	22809	17894	0	76088	12303	4714	29452	139	0	68664	0	0	0	9612	0	0	22112	0	4857	36461	27875	0	54354	1557	0	9725	2446	5178	1701	21073	0	3068	0	36028	0	0	0	189	0	7084	0	22546	32879	0	10679	30549	17802	141094	2197	158719	0	0	12469	0	0	0	7076	0	19813	0	0	40464	8980	18678	0	25011	0	7509	240885	1855	0	54564	0	2150	0	91697	0	0	13794	14640	141707	4151	5332	0	12620	23571	0	9978	38465	0	0	73911	13167	26663	151	5298	11012	341830	1584	4038	8101	10381	77098	5510	9502	4559	0	31185	0	13892	4253	36631	14795	86210	52456	197235	29870	3995	12486	918	1721	8558	0	4745	0	13036	0	48598	0	24865	42370	10833	0	72325	9816	0	83515	19139	7926	19936	77841	5753	2523	18132	0	120443	11351	39692	767707	315141	0	22814	20051	0	0	0	0	26498	0	41805
Species_54	0	0	11219	4023	0	2955	0	57462	0	0	46297	0	0	1873	90976	386	11289	0	0	11086	0	0	0	2076	858	2388	0	0	53175	38664	0	0	7515	0	0	0	5882	0	2170	0	311	10519	15944	0	5919	0	10052	0	39408	25891	0	812	0	0	0	0	4005	0	0	8198	0	7466	31634	0	0	3018	0	0	1686	0	2294	0	106	0	24265	0	0	3145	0	2450	511	16323	0	17152	0	0	407	6007	670	0	0	0	373	1490	5229	0	0	1949	150703	0	0	768	59299	12368	0	6829	1833	827	802	2007	0	10889	34281	0	14557	183661	0	0	0	0	0	29493	0	11957	0	0	106	0	136508	108	37339	399	0	0	873	0	0	0	0	292	601	1754	0	5209	0	5230	0	0	0	42183	179353	18874	0	4571	0	0	0	2732	0	1118	0	0	0	870	16517	4116	6602	0	0	0	3913	0	0	6233	0	3907	684	0	0	0	298	3454	0	12122	0	498	0	0	6476	16844	0	22823	0	0	1551	598	706	108286	0	825	15115	0	0	0	0	18284	39502	504	13196	0	1077	0	36534	0	0	9354	4738	1143	0	0	0	0	0	54421	0	59389	730	0	0	24226	3271	743	20543	11943	1728	3426	0	2932	0	0	1853	0	0	0	0	0	0	0	0	0	1081	24660	0	0	1587	69039	19411	862	0	0	913	0	61233	100	0	0	0	106	1560	6203	0	102	2302	207	0	0	20400	0	7902	6986	0	2300	47712	0	1097	2035	0	7721	0	12945	0	2122	0	10671	0	40880	48371	0	0	0
Species_55	0	0	0	2045	0	0	0	0	0	2583	1380	752	0	1336	0	3607	0	0	0	0	0	0	0	215	0	0	0	0	0	1337	0	0	6863	0	0	0	0	0	1508	0	0	2958	1175	0	275	0	0	0	512	2091	0	0	0	0	0	0	0	0	0	0	0	0	1888	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	1479	214	0	0	0	0	0	362	0	0	0	0	0	0	5430	0	394	0	0	0	0	0	0	10052	0	0	0	0	0	0	413	0	0	0	0	3102	9853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	2505	0	1517	0	1331	0	0	0	0	0	0	0	0	0	144	2860	0	0	0	0	0	0	0	224	0	0	0	0	0	0	0	149	1021	0	0	0	0	0	0	0	0	0	989	0	37945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5780	0	4859	0	0	0	0	143	0	0	0	0	0	0	0	6682	0	0	0	0	74	0	3180	4488	0	2205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23229	0	0	0	3927	0	0	0	0	0	0	4352	0	0	0	0	0	0	2059	0	0	0	0	0	0	1375	0	2142	1362	0	0	0	0	0	269	0	6847	0	0	0	422	0	0	0	0	0	0	0	0
Species_56	0	0	0	1846	152539	1907	0	1316	0	0	0	0	0	0	19581	4165	719	0	0	0	0	0	0	0	0	0	0	0	0	13560	0	0	0	0	0	0	0	0	0	0	1256	3645	8557	11627	0	0	237	0	56605	22318	0	0	0	0	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0	1644	0	0	0	0	0	0	0	0	473	0	0	0	0	0	246372	0	0	0	0	0	0	0	0	15142	0	0	0	0	0	0	0	13009	0	4171	0	0	0	1627	0	1022	60758	0	0	0	0	0	37992	0	1234	0	0	0	0	18512	0	0	0	0	0	0	0	0	0	0	0	0	0	7350	0	0	0	0	0	0	0	0	3673	0	0	0	0	0	0	0	0	0	63750	0	0	258	0	1983	0	0	0	0	0	0	0	0	3372	0	0	0	0	0	0	0	483	0	0	0	0	0	1007	0	446	0	39737	0	40905	0	0	0	0	6264	0	0	0	0	0	0	0	258	0	518	0	0	0	0	0	0	978	0	0	0	0	0	0	729	13383	0	0	0	0	0	0	0	0	3491	0	0	0	0	0	0	0	0	0	0	0	0	0	2053	0	374	0	0	0	0	16235	0	0	0	0	0	0	0	0	0	15607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	383	0	0	0	633456	502	0	0	0	707	0	79982	0	0	0	0
Species_57	0	0	0	6549	199636	2851	0	27718	0	0	0	0	0	1274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1196	0	0	0	0	0	0	0	0	0	0	356	1085	0	0	0	0	0	0	0	1966	0	0	0	0	0	0	0	0	0	284	0	0	0	0	0	0	0	0	0	0	487	0	0	0	58276	0	0	75	0	0	0	427	0	23965	0	767	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	10955	0	0	1003	7279	0	0	0	0	0	0	0	0	18371	0	0	0	0	0	0	0	0	0	0	702	0	0	0	1362	0	0	0	1948	0	0	0	0	0	0	0	11162	0	0	0	0	0	0	0	0	0	0	2020	0	0	0	0	0	214	0	11922	0	0	7851	0	0	0	0	0	0	0	433	0	0	1783	0	0	0	0	0	0	4799	0	0	0	0	0	0	0	0	7369	71	0	0	0	0	0	0	0	2059	0	0	0	0	0	0	2354	0	0	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2144	0	0	0	5126	0	0	1426	0	0	0	0	0	0	0	3558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1478	76	0	0	0	9089	0	0	2293	1229	141	0	0	0	0	0	0	0	0	2433	0	0	0	0	0	11346	0	1114	0	0	7911	0	0	0	0	0	6773	0	0	4422	0	0	1715
Species_58	0	0	0	0	52211	38	0	0	0	5215	0	0	0	14532	0	2050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144366	263	0	0	0	0	0	34064	3484	1587	0	0	0	0	355	0	0	0	0	2266	0	0	0	0	0	0	0	617	0	2795	0	0	0	0	0	0	0	0	7061	0	0	0	128732	0	0	0	0	4119	0	0	0	8432	0	0	0	2543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91522	0	0	0	0	0	363	0	0	0	0	6745	14437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6020	0	0	1743	0	0	0	0	0	529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	606	0	0	57852	0	0	0	0	26825	0	0	0	0	15122	0	0	0	0	0	0	0	0	0	9128	2145	687	0	0	0	0	0	18771	2018	0	0	0	0	12334	0	0	0	0	0	0	0	0	0	0	5246	0	0	0	0	0	0	0	0	2150	0	117123	0	0	7194	0	0	0	671	0	0	0	0	0	0	0	0	0	0	1904	0	0	153	0	0	0	0	0	4039	0	0	0	0	0	10931	0	0	11411	0	0	0	1273	0	14287	0	0	0	0	0	0
Species_59	0	0	0	9107	0	8247	0	52687	0	15146	1785	7591	0	0	0	0	271	0	0	8397	0	0	0	2473	0	449	0	0	5296	146870	0	0	30014	0	0	0	0	0	24819	0	446	5221	4860	0	0	0	0	0	30444	702	0	0	0	0	0	0	0	0	0	0	2533	0	1856	0	0	1290	0	0	0	0	0	0	0	0	39534	1309	0	8302	0	29574	0	44512	0	82899	0	0	456	0	0	30495	0	0	2774	10098	0	0	28017	540	0	0	0	0	127853	1628	0	0	69	0	4149	0	0	4931	0	2006	15666	187036	138	0	0	0	0	0	0	1608	5571	0	0	0	1901	0	57602	2934	0	0	0	0	0	0	0	0	0	0	16377	511	15852	22671	0	0	0	9666	0	1767	0	0	0	0	1443	0	0	0	13027	0	0	0	141	341	61467	0	0	0	0	0	14065	0	1891	27013	0	0	0	0	2190	96065	0	26560	0	0	0	0	4904	2842	0	2591	395	0	2722	21814	133	16929	0	0	4525	0	0	0	0	0	0	0	3132	0	4243	0	89459	0	0	0	0	0	0	0	0	0	0	18592	0	69	0	0	0	3072	3885	0	0	0	0	4616	0	1476	0	0	329	0	0	0	0	0	0	0	0	0	0	109469	0	0	0	13935	0	0	1245	0	2435	0	21426	0	0	0	71795	0	0	0	0	0	4002	0	0	0	0	0	0	5408	0	197	0	0	0	630	0	0	0	1177	0	5811	0	4889	0	0	4617	0	0	0
